,Data Point,Corr Factor,Length Scale,AmbPress,AmbTemp,Density,Viscosity,Motor Speed,Angle of Attack,Corrected q,Avg Velocity,Reynolds number,Axial Force,Normal Force,Pitching Mom,Moment neutral[lb-ft],$C_M$,Neutral_Point[in],Lift[lbf],Drag[lbf],$L/D$,$C_L$,$C_D$,$C_L^{3/2} / C_D$
0,1.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,-4.99478102526,0.05107468174,80.87041473389,39707.5703125,0.01635590094,-0.19648345459,-1.00815051135,-0.6328671130831499,-13.050202363216863,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
1,2.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,-3.08322242537,0.04936474753,79.5051574707,39037.2265625,0.0350477352,-0.12150414637,-0.64034499421,-0.4082720746433309,-8.710501152185518,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
2,3.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,-1.09099542479,0.05034630879,80.29169464111,39423.41796875,0.0495196828,-0.01347729992,-0.10249979317,-0.07675815032280342,-1.6057105199854647,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
3,4.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,-0.00577275139,0.04947118471,79.5908203125,39079.28515625,0.06184748444,0.02781113527,0.11134345165,0.058224183284307056,1.2395426705011146,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
4,5.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,1.01715060732,0.05080567618,80.65716552734,39602.86328125,0.06644072328,0.09005675031,0.42149169605,0.24948330295792284,5.171775165416384,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
5,6.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,3.06995737961,0.05039390814,80.32964324951,39442.05078125,0.07432186224,0.19367504259,0.94721009406,0.5772907627131492,12.064989698684977,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
6,7.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,5.02296242391,0.05031578333,80.26735687256,39411.46484375,0.0809989113,0.26718952474,1.31586668402,0.8055346917666678,16.86127445580877,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
7,8.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,6.977673364,0.05027810983,80.23729705811,39396.70703125,0.09027740664,0.34002390734,1.66736070743,1.0179150444106866,21.322738355977222,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
8,9.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,8.96426408485,0.0495606192,79.66272735596,39114.59375,0.10378680101,0.38375085161,1.86009298334,1.1271288567649975,23.952300527063315,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
9,10.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,10.89992358063,0.04964527646,79.73073577881,39147.984375,0.13956795915,0.39768568913,1.8082914881,1.048711821861801,22.247879176040943,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
10,11.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,13.02881330569,0.04922457465,79.39219665527,38981.76171875,0.17399395954,0.40029089366,1.7549219728,0.9903663659095018,21.189675098539173,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
11,12.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,15.0879933047,0.05014452536,80.13063812256,39344.3359375,0.19199565368,0.41955691375,1.82108301083,1.0197293055676067,21.417647311238852,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
12,13.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,17.02422598147,0.04942919186,79.55702972412,39062.6953125,0.20816078179,0.4547758284,1.9493822014,1.0807603691561154,23.02800356446132,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
13,14.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,19.00260110813,0.04669937677,77.32899475098,37968.72265625,0.22348313759,0.47684501116,2.04954335231,1.1387693809945212,25.682369131620757,1.9099999999997461,0.570513737485045,0.3516647222186593,1.6223229156614378,1.4046094915991378,0.8658014246358988,1.922715830940381
