,Data Point,Corr Factor,Length Scale,AmbPress,AmbTemp,Density,Viscosity,Motor Speed,Angle of Attack,Corrected q,Avg Velocity,Reynolds number,Axial Force,Normal Force,Pitching Mom,$C_M$,Moment neutral,Lift,Drag,$L/D$,$C_L$,$C_D$,$C_L^{3/2} / C_D$
0,1.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,-5.0217068846,0.01264825769,40.24409484863,19759.947265625,0.01891215155,-0.05314891173,-0.25778890053,-19.474113988432254,-0.2338718902515118,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
1,2.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,-3.05360807425,0.01194117624,39.10302734375,19199.681640625,0.02572673919,-0.0144849675,-0.07450312187,-5.996193726862852,-0.06798488649500323,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
2,3.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,-1.06929643019,0.01257032112,40.11991500854,19698.974609375,0.03532690909,0.00051630095,-0.00246543901,-0.22603185542765836,-0.002697774437499885,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
3,4.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,0.05454772416,0.01238877098,39.82913970947,19556.205078125,0.05130818003,0.00305996192,0.01509763177,1.16642498543084,0.013720648906000681,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
4,5.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,0.94487521398,0.01219020799,39.50866699219,19398.8515625,0.05213374453,0.00911433717,0.03979671605,3.083968075478484,0.03569526432350203,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
5,6.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,3.07062609077,0.01270188074,40.32931518555,19801.791015625,0.06091988117,0.0400898183,0.19295590287,14.503426353566125,0.17491548463500894,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
6,7.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,4.95901180208,0.01281554736,40.50936126709,19890.1953125,0.08142017742,0.06159094558,0.29512009148,21.975633127811022,0.26740416596901373,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
7,8.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,6.98476989054,0.01258371671,40.14128875732,19709.470703125,0.08174940266,0.08204578381,0.38931067842,29.493419178452807,0.3523900757055183,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
8,9.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,8.94410722005,0.01234759723,39.76290130615,19523.681640625,0.10979684989,0.07817284619,0.34783982458,26.668776689990185,0.31266204379451745,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
9,10.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,10.93509232848,0.01204182884,39.26748275757,19280.4296875,0.12627529647,0.08524616536,0.37536820243,29.47524410187504,0.33700742801801903,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
10,11.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,12.93535751007,0.01259359678,40.15704345703,19717.205078125,0.13866538543,0.09666694231,0.42150847386,31.612729565373346,0.37800834982052156,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
11,12.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,15.00016014165,0.01252967648,40.05500030518,19667.1015625,0.15424584291,0.11084808043,0.47543984659,35.77087003831218,0.4255582103965247,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
12,13.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,17.02252008567,0.01211869702,39.39261245728,19341.869140625,0.15684199984,0.11969895947,0.50415277635,39.133173510922234,0.4502882445885267,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
13,14.0,0.907,1.0,14.2875535,533.07,0.00224915215,3.8173e-07,0.0,19.01845911551,0.01210856257,39.37613677979,19333.779296875,0.1863359642,0.13495989487,0.5646074121,43.82692533274151,0.5038754594085301,0.2592987842622402,0.20529212246138906,1.263072256028765,2.4621158969527936,1.9493072428761524,1.9819032136671462
